,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
104518,Shrink Rap,31,97,3.129032258064516
54090,Herr Lehmann.,39,122,3.128205128205128
156480,Wuthering Heights (Penguin Popular Classics),39,122,3.128205128205128
20494,Cannery Row,55,172,3.1272727272727274
22359,Cheet (Plume Books),55,172,3.1272727272727274
26824,Crazy Ladies,32,100,3.125
16749,Blood Work,128,400,3.125
34348,Dirt,40,125,3.125
133983,The Redemption of Althalus,40,125,3.125
118211,The Cater Street Hangman,56,175,3.125
100934,Saucer,56,175,3.125
152863,When the Bough Breaks,32,100,3.125
48688,Girlfriend in a Coma,65,203,3.123076923076923
4865,A Time to Kill,549,1714,3.122040072859745
8091,Along Came a Spider (Alex Cross Novels),304,949,3.1217105263157894
126514,The Jane Austen Book Club,33,103,3.121212121212121
95776,Ramona Forever (Ramona Quimby (Paperback)),25,78,3.12
22567,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),125,390,3.12
121181,The Dollmaker,25,78,3.12
107160,Songmaster,25,78,3.12
105189,Singin' and Swingin' and Gettin' Merry Like Christmas,25,78,3.12
96530,Red,25,78,3.12
88010,Open House,126,393,3.119047619047619
17001,Blue Moon,59,184,3.1186440677966103
138128,The Time Machine,34,106,3.1176470588235294
74917,Making Minty Malone,43,134,3.116279069767442
31309,Deenie,26,81,3.1153846153846154
33620,Die Nebel von Avalon. Roman.,26,81,3.1153846153846154
155183,Witches' Bane,26,81,3.1153846153846154
67502,Larrys Party,26,81,3.1153846153846154
91028,Personal History,70,218,3.1142857142857143
149138,Vengeance in Death,35,109,3.1142857142857143
28485,Dance Hall of the Dead (Joe Leaphorn Novels),62,193,3.1129032258064515
50961,Guilt,54,168,3.111111111111111
88020,Open Season,117,364,3.111111111111111
133126,The Prince,27,84,3.111111111111111
46525,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),27,84,3.111111111111111
116547,The Black Ice (Detective Harry Bosch Mysteries),36,112,3.111111111111111
16761,Blood and Gold (Vampire Chronicles),45,140,3.111111111111111
1826,A Cup of Tea (Ballantine Reader's Circle),54,168,3.111111111111111
67232,Lady of Avalon,82,255,3.1097560975609757
83237,Narrative of the Life of Frederick Douglass (Dover Thrift Editions),37,115,3.108108108108108
132557,"The Pillars of Creation (Sword of Truth, Book 7)",37,115,3.108108108108108
54920,Hit List,37,115,3.108108108108108
41195,Eyes of the Dragon,102,317,3.107843137254902
90401,Pawing Through the Past (Mrs. Murphy Mysteries (Paperback)),28,87,3.107142857142857
61371,Island of the Sequined L,28,87,3.107142857142857
35955,"Dragon Prince (Dragon Prince, Book 1)",28,87,3.107142857142857
122313,The Eyre Affair (Alex Awards (Awards)),95,295,3.1052631578947367
46083,Freedom's Landing,38,118,3.1052631578947367
114399,The Adventures of Huckleberry Finn (Penguin Classics),38,118,3.1052631578947367
27295,Crossing to Safety,38,118,3.1052631578947367
122355,The Face,105,326,3.104761904761905
155283,Wither,29,90,3.103448275862069
135051,The Scarlet Letter,116,360,3.103448275862069
154781,Winnie-The-Pooh,29,90,3.103448275862069
75543,Manner of Death,39,121,3.1025641025641026
145408,Track of the Cat (Anna Pigeon Mysteries (Paperback)),60,186,3.1
133184,The Princess Diaries,111,344,3.099099099099099
117386,The Bridge Across Forever,81,251,3.0987654320987654
96631,Red Mars (Mars Trilogy),72,223,3.0972222222222223
111202,Suspicion of Betrayal,31,96,3.096774193548387
29582,Das Superwieb,31,96,3.096774193548387
144792,Tomcat in Love,31,96,3.096774193548387
100374,Salem Falls,52,161,3.0961538461538463
20472,Candy,21,65,3.0952380952380953
36573,Druids,42,130,3.0952380952380953
118836,The Coalwood Way,21,65,3.0952380952380953
3571,A New Leash on Death,21,65,3.0952380952380953
41782,"Fall Of Shane Mackade (The Mackade Brothers) (Silhouette Special Edition, No 1022)",21,65,3.0952380952380953
103384,Sex and the Single Vampire,21,65,3.0952380952380953
58212,INCA GOLD,21,65,3.0952380952380953
110224,Stuart Little,74,229,3.0945945945945947
17655,Born in Shame,74,229,3.0945945945945947
67061,Ladies With Options,32,99,3.09375
51919,Hanna's Daughters (Ballantine Reader's Circle),75,232,3.0933333333333333
73501,Lucky You,129,399,3.0930232558139537
97558,Reunion,43,133,3.0930232558139537
102278,Secret History,172,532,3.0930232558139537
145710,Travels,33,102,3.090909090909091
20665,Captive Star,44,136,3.090909090909091
20148,Callahan's Lady,22,68,3.090909090909091
74471,Maggy's Child,22,68,3.090909090909091
138766,The Two Towers,22,68,3.090909090909091
121710,The Eight,113,349,3.088495575221239
117396,The Bridges of Madison County,443,1368,3.0880361173814896
121656,The Edge of Town,46,142,3.0869565217391304
110235,Stuck With You (Time of Your Life),23,71,3.0869565217391304
113851,Texas Fury,23,71,3.0869565217391304
96289,Realm of Shadows,35,108,3.085714285714286
55729,Horse and His Boy,35,108,3.085714285714286
24459,Cold Tea On A Hot Day,35,108,3.085714285714286
118765,The Client,483,1490,3.0848861283643894
3801,A Pirate's Love,24,74,3.0833333333333335
58170,IF THERE BE THORN (Dollanger Saga (Paperback)),24,74,3.0833333333333335
83560,Nectar in a Sieve,24,74,3.0833333333333335
49236,Going Down,24,74,3.0833333333333335
84403,Night Magic,24,74,3.0833333333333335
38894,Eli,24,74,3.0833333333333335
125750,The House of Sand and Fog (Vintage Contemporaries (Paperback)),24,74,3.0833333333333335
22437,Chesapeake Blue,48,148,3.0833333333333335
150356,Waiting for Godot,49,151,3.0816326530612246
89812,Parallel Lies,74,228,3.081081081081081
122880,The Firm,569,1753,3.0808435852372584
116865,The Bone Collector (Lincoln Rhyme Novels (Paperback)),112,345,3.080357142857143
8158,Altar Ego,25,77,3.08
35903,Dracula (Tor Classics),25,77,3.08
3836,A Place of Execution,63,194,3.0793650793650795
136106,The Silver Chair,63,194,3.0793650793650795
36530,Drop Dead Gorgeous,38,117,3.0789473684210527
116873,The Bone People,51,157,3.0784313725490198
30441,Deadly Decisions,129,397,3.0775193798449614
87452,One Day in the Life of Ivan Denisovich (Signet Classics (Paperback)),26,80,3.076923076923077
105881,Slightly Wicked (Get Connected Romances),26,80,3.076923076923077
134728,"The Ruins of Ambrai (Exiles, Vol. 1)",26,80,3.076923076923077
4794,A Thin Dark Line,26,80,3.076923076923077
13691,Beaches,39,120,3.076923076923077
124706,The Guardian,183,563,3.0765027322404372
125124,The Hearing,79,243,3.0759493670886076
53736,Her Father's House,66,203,3.0757575757575757
43422,Fingersmith,106,326,3.0754716981132075
2949,A Kingdom of Dreams,40,123,3.075
62454,Jennie,27,83,3.074074074074074
117136,The Borrowers,27,83,3.074074074074074
81821,Mutant Message Down Under,123,378,3.073170731707317
88720,Out of Sight,82,252,3.073170731707317
34380,Disappearing Acts,41,126,3.073170731707317
139427,The Vineyard,84,258,3.0714285714285716
118502,The Chocolate Cat Caper,28,86,3.0714285714285716
121682,The Education of Little Tree (A Zia Book),70,215,3.0714285714285716
102992,Sense and Sensibility,99,304,3.0707070707070705
80001,Morality for Beautiful Girls (No.1 Ladies Detective Agency),128,393,3.0703125
22253,Chasing Cezanne,57,175,3.0701754385964914
19758,CONTACT,43,132,3.0697674418604652
154009,Widow's Walk,43,132,3.0697674418604652
24443,Cold Sassy Tree,202,620,3.0693069306930694
117338,The Bride,44,135,3.0681818181818183
122034,The English Patient,223,684,3.0672645739910314
21503,Cats Eye,30,92,3.066666666666667
77784,Messiah,60,184,3.066666666666667
3249,A Maiden's Grave,75,230,3.066666666666667
112184,Taken,46,141,3.0652173913043477
44892,Footfall,47,144,3.0638297872340425
8881,An Angel for Emily,47,144,3.0638297872340425
83741,Never Change,111,340,3.063063063063063
63848,Juxtaposition (Apprentice Adept (Paperback)),32,98,3.0625
36089,Dragons of Winter Night,32,98,3.0625
36794,Durable Goods,48,147,3.0625
91688,Pilgrim at Tinker Creek,49,150,3.061224489795918
122363,The Face of Fear,51,156,3.0588235294117645
17797,Bourne Identity,52,159,3.0576923076923075
110723,Summon the Keeper,52,159,3.0576923076923075
95303,REMEMBER ME,52,159,3.0576923076923075
136376,The Smoke Jumper,262,801,3.0572519083969465
23460,Circle of Friends,249,761,3.0562248995983934
126660,The Joy Luck Club,555,1696,3.0558558558558557
132730,The Poet,90,275,3.0555555555555554
85158,No Sanctuary,37,113,3.054054054054054
157261,Your Oasis on Flame Lake (Ballantine Reader's Circle),38,116,3.0526315789473686
122468,The Fallen Man (Joe Leaphorn Novels),58,177,3.0517241379310347
15134,Between Friends,99,302,3.0505050505050506
134466,The Road to Wellville,40,122,3.05
11460,At Home in Mitford (The Mitford Years),230,701,3.0478260869565217
2712,A Heart So Wild,21,64,3.0476190476190474
118694,The City of Joy,21,64,3.0476190476190474
12506,Baby Farm,21,64,3.0476190476190474
38989,Ellis Island,21,64,3.0476190476190474
21730,Celtic Magic (Llewellyn's World Magic Series),21,64,3.0476190476190474
7562,All Creatures Great and Small,84,256,3.0476190476190474
117043,The Book of Shadows,43,131,3.046511627906977
55900,Hotel Du Lac,22,67,3.0454545454545454
115895,The Berenstain Bears and Too Much Vacation (First Time Books),22,67,3.0454545454545454
97382,Resurrection Row,22,67,3.0454545454545454
28075,DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries (Paperback)),22,67,3.0454545454545454
42494,Fatal Voyage,136,414,3.0441176470588234
78265,Midnight in the Garden of Good and Evil,159,484,3.0440251572327046
35129,Domain,23,70,3.0434782608695654
29434,Das Jesus Video.,23,70,3.0434782608695654
46755,Full House (Janet Evanovich's Full Series),257,782,3.0428015564202333
88891,Outrageous Acts and Everyday Rebellions,24,73,3.0416666666666665
70539,Lion's Bride,24,73,3.0416666666666665
100149,Sacred Ground,24,73,3.0416666666666665
133056,The Present (Malory Novels (Paperback)),24,73,3.0416666666666665
2100,A Doll's House,24,73,3.0416666666666665
92787,Pop Goes the Weasel,273,830,3.04029304029304
146408,True Justice,25,76,3.04
88821,Outfoxed,25,76,3.04
59333,In My Wildest Dreams (Governess Brides Series),25,76,3.04
13080,Baltimore Blues (Tess Monaghan Mysteries (Paperback)),25,76,3.04
126958,The King of Torts,458,1392,3.039301310043668
136958,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),102,310,3.0392156862745097
62338,Jaws,26,79,3.0384615384615383
11873,Autobiography of a Face,53,161,3.0377358490566038
19882,Caddie Woodlawn (Fiction),27,82,3.037037037037037
93722,Prince Joe,27,82,3.037037037037037
21553,Catwatching,27,82,3.037037037037037
112736,Tara Road,304,923,3.036184210526316
2282,A Fine Balance,169,513,3.035502958579882
17033,Blue Shoe,85,258,3.0352941176470587
47612,Gather Together in My Name,29,88,3.0344827586206895
92798,Popcorn,30,91,3.033333333333333
39687,Enemy Within,30,91,3.033333333333333
154369,Wildest Hearts,30,91,3.033333333333333
35001,Dog Handling,61,185,3.0327868852459017
139199,"The Vampire Armand (The Vampire Chronicles, Book 6)",61,185,3.0327868852459017
28292,Daddy's Little Girl,247,749,3.032388663967611
114077,"That Was Then, This Is Now",32,97,3.03125
56036,House of Sand and Fog,588,1782,3.0306122448979593
27431,Cry for the Strangers,33,100,3.0303030303030303
129555,The Memory of Earth (Homecoming (Paperback)),33,100,3.0303030303030303
46862,Funeral in Blue,33,100,3.0303030303030303
78829,Miss Julia Throws a Wedding,34,103,3.0294117647058822
55539,Honor's Splendour,34,103,3.0294117647058822
92897,Portrait in Sepia,69,209,3.028985507246377
93202,Practical Magic,139,421,3.028776978417266
36648,Dubliners (Dover Thrift Editions),36,109,3.0277777777777777
31451,Deja Dead,180,545,3.0277777777777777
31705,Der Campus.,36,109,3.0277777777777777
34794,Do No Harm,36,109,3.0277777777777777
30462,Deadly Grace,37,112,3.027027027027027
6252,Acid Row,37,112,3.027027027027027
64671,Killing Floor,37,112,3.027027027027027
92307,Plum Island,150,454,3.026666666666667
88774,Out to Canaan (The Mitford Years),75,227,3.026666666666667
140009,The Weight of Water,117,354,3.0256410256410255
59044,Immortal in Death,43,130,3.0232558139534884
57683,I Is for Innocent (A Kinsey Millhone Mystery),44,133,3.022727272727273
26773,Cranberry Queen,45,136,3.022222222222222
8794,Amy and Isabelle,46,139,3.0217391304347827
105085,Simply Divine,47,142,3.021276595744681
760,311 Pelican Court,47,142,3.021276595744681
130236,The Murder Book,249,752,3.0200803212851404
90832,Perfect,50,151,3.02
107705,Speaker for the Dead (Ender Wiggins Saga (Paperback)),101,305,3.01980198019802
30991,Death of A Salesman,53,160,3.018867924528302
85969,Number the Stars (Yearling Newbery),56,169,3.017857142857143
42015,Family Honor,57,172,3.017543859649123
78120,Middle of Nowhere,58,175,3.0172413793103448
118321,The Chamber,509,1535,3.0157170923379173
123282,The Fourth Hand,192,579,3.015625
42973,Fever Pitch,71,214,3.0140845070422535
119756,The Corrections,147,443,3.0136054421768708
133833,The Reader,466,1404,3.0128755364806867
155061,Wish You Well,234,705,3.0128205128205128
53063,Heart of the Sea (Irish Trilogy),170,512,3.011764705882353
46773,Full Speed (Janet Evanovich's Full Series),90,271,3.011111111111111
156479,Wuthering Heights (Penguin Classics),96,289,3.0104166666666665
116662,The Blind Assassin,255,767,3.007843137254902
88405,Oryx and Crake,134,403,3.0074626865671643
99991,STONES FROM THE RIVER,364,1093,3.0027472527472527
106111,Smiley's People,33,99,3.0
132505,The Picture of Dorian Gray (Dover Thrift Editions),30,90,3.0
87950,Only by Your Touch (Signet Books),38,114,3.0
99054,Roter Drache,22,66,3.0
16981,Blue Highways a Journey Into America,60,180,3.0
138328,The Town,25,75,3.0
680,253,30,90,3.0
122690,The Fermata,32,96,3.0
27490,Crystal singer,27,81,3.0
157503,Zen and the Art of Motorcycle Maintenance,39,117,3.0
127518,The Last Report on the Miracles at Little No Horse,27,81,3.0
27045,Crime School,29,87,3.0
87365,Once upon a Midnight,24,72,3.0
87368,Once upon a Rose,23,69,3.0
98994,Roses Are Red (Alex Cross Novels),230,690,3.0
95622,Rain Fall,24,72,3.0
54433,High on a Hill,21,63,3.0
39765,English Patient,25,75,3.0
78390,Milk and Honey (Decker and Lazarus Series),26,78,3.0
102654,Seeds of Yesterday (Dollanganger),32,96,3.0
13083,Balzac Et LA Petite Tailleuse Chino,27,81,3.0
67791,"Late Bloomer (Michaels, Fern)",27,81,3.0
109317,Still Life With Woodpecker,25,75,3.0
85086,No Ordinary Child,22,66,3.0
145135,Total Control,128,384,3.0
10350,Anywhere but Here,25,75,3.0
148695,Utopia (Penguin Classics),33,99,3.0
110525,Sullivan's Woman (Silhouette Single Title),48,144,3.0
14150,Beginner's Luck (Ballantine Reader's Circle),28,84,3.0
137620,The Tall Pine Polka (Ballantine Reader's Circle),39,117,3.0
72197,Lord of the Isles (Lord of the Isles),26,78,3.0
121731,The Electric Kool-Aid Acid Test,37,111,3.0
103541,"Shadow Puppets (Ender, Book 7)",21,63,3.0
1391,A Caress of Twilight (Meredith Gentry Novels (Paperback)),38,114,3.0
139794,The Watcher,34,102,3.0
133415,The Pull of the Moon,101,303,3.0
151023,Waste Lands Tower 3 (The Dark Tower III),21,63,3.0
140235,The Widow's Kiss,27,81,3.0
58716,If... (Questions for the Game of Life),21,63,3.0
122447,The Fall of Hyperion,33,99,3.0
9994,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),52,156,3.0
30622,Dear Mr. Henshaw,24,72,3.0
120890,The Dewey Decimal System of Love,29,87,3.0
53011,Heart of Gold,21,63,3.0
15166,"Between the Sheets (Harlequin Blaze, 90)",25,75,3.0
103807,Shall We Tell the President?,22,66,3.0
82324,My Losing Season (Alex Awards (Awards)),26,78,3.0
115826,"The Bellmaker (Redwall, Book 7)",29,87,3.0
127038,The Kitchen God's Wife,311,932,2.9967845659163985
6171,Acceptable Risk,121,362,2.9917355371900825
119757,The Corrections (Oprah Edition),95,284,2.9894736842105263
131464,The Once and Future King,77,230,2.987012987012987
83359,Native Tongue,75,224,2.986666666666667
139948,The Wedding,204,609,2.985294117647059
98953,Rose Madder,200,597,2.985
135872,The Shell Seekers (Shell Seekers),64,191,2.984375
128870,The Magician's Assistant,63,188,2.984126984126984
13681,Beach Music,229,683,2.982532751091703
4452,A Small Death in Lisbon,56,167,2.982142857142857
113125,Tears of the Moon (Irish Trilogy),161,480,2.981366459627329
148363,Unspeakable,141,420,2.978723404255319
64464,Key of Light (Key Trilogy (Paperback)),136,405,2.9779411764705883
1081,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),44,131,2.977272727272727
118138,The Cat Who Had 14 Tales,43,128,2.9767441860465116
