,ISBN,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
90488,0590060198,The BFG,23,74,3.217391304347826
4373,0060921145,Animal Dreams,166,534,3.216867469879518
151987,1551668726,Death Qualified (Barbara Holloway Novels (Paperback)),37,119,3.2162162162162162
66852,0446603422,Stormy Weather,74,238,3.2162162162162162
49417,0385335555,Tell No One,28,90,3.2142857142857144
12492,0140431357,Tess of the D'Urbervilles (Penguin Classics),28,90,3.2142857142857144
49560,0385416342,The Firm,28,90,3.2142857142857144
29013,0345377648,Lasher (Lives of the Mayfair Witches),28,90,3.2142857142857144
10164,014012389X,Love in the Time of Cholera,28,90,3.2142857142857144
60520,0440174643,Roots,61,196,3.2131147540983607
28310,0345342569,Shoeless Joe,47,151,3.2127659574468086
97111,067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",66,212,3.212121212121212
66633,0446530077,Find Me,85,273,3.211764705882353
4863,0060987561,I Know This Much Is True,242,777,3.2107438016528924
24550,0316690619,Cradle and All,81,260,3.2098765432098766
63275,0440975344,Rumble Fish (Laurel-Leaf Contemporary Fiction),24,77,3.2083333333333335
78335,0515114693,Born in Fire,72,231,3.2083333333333335
121541,0786889756,Red Light,24,77,3.2083333333333335
88159,0553569635,Blood Test (Alex Delaware Novels (Paperback)),29,93,3.206896551724138
62083,0440351626,The Magus,29,93,3.206896551724138
83516,0553210092,The Scarlet Letter,92,295,3.2065217391304346
47814,0380973545,Letters from a Nut,68,218,3.2058823529411766
57160,042514545X,Fool's Puzzle,34,109,3.2058823529411766
174825,3462028189,Crazy,34,109,3.2058823529411766
62596,0440419468,Holes,49,157,3.204081632653061
121208,0786819146,"The Eternity Code (Artemis Fowl, Book 3)",49,157,3.204081632653061
102938,0671868691,Bitter Harvest,69,221,3.2028985507246377
71948,0451166892,The Pillars of the Earth,228,730,3.2017543859649122
78987,0515135828,Acid Row,30,96,3.2
8123,0099245027,The Testament,75,240,3.2
6706,0064402754,The Best Christmas Pageant Ever,25,80,3.2
158556,1573229326,How to Be Good,217,694,3.19815668202765
72512,0451188489,A Maiden's Grave,61,195,3.19672131147541
45711,0380725835,Endangered Species (Anna Pigeon Mysteries (Paperback)),51,163,3.196078431372549
61992,0440241073,The Summons,456,1457,3.1951754385964914
37428,0373250193,Loose Screws (Red Dress Ink (Paperback)),41,131,3.1951219512195124
5297,0061020710,The Color of Magic,103,329,3.1941747572815533
118650,0767905202,Mr. Maybe,88,281,3.1931818181818183
69257,0449207757,Davita's Harp,26,83,3.1923076923076925
4841,0060977264,By the River Piedra I Sat Down and Wept,26,83,3.1923076923076925
98915,0671511424,DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries (Paperback)),21,67,3.1904761904761907
89113,055380247X,Fatal Tide,21,67,3.1904761904761907
46287,0380763990,Farewell to Yarns (Jane Jeffry Mysteries (Paperback)),21,67,3.1904761904761907
78104,0515103292,When Rabbit Howls,58,185,3.189655172413793
49447,0385336314,Dating Game,37,118,3.189189189189189
71796,0451160525,"The Gunslinger (The Dark Tower, Book 1)",148,472,3.189189189189189
45940,0380750872,Secret Fire,32,102,3.1875
13653,0141301104,The Witches (Puffin Novels),32,102,3.1875
61948,044023722X,A Painted House,647,2062,3.187017001545595
57714,042517140X,Loyalty in Death,43,137,3.186046511627907
13273,0140620753,Northanger Abbey (Penguin Popular Classics),27,86,3.185185185185185
54586,0399145990,The River King,54,172,3.185185185185185
97078,0671024248,Hearts In Atlantis,179,570,3.184357541899441
78566,0515123447,Killing Floor,33,105,3.1818181818181817
104750,0679724222,Holidays in Hell,22,70,3.1818181818181817
47539,0380817683,Rachel's Holiday,44,140,3.1818181818181817
45884,0380731797,"In the Garden of Iden (A Novel of the Company, Book 1)",22,70,3.1818181818181817
97428,0671039903,Willow (Debeers),33,105,3.1818181818181817
67489,0446677507,Cat Haiku,22,70,3.1818181818181817
73566,0451404327,The Rebel Bride,22,70,3.1818181818181817
58057,0425182878,Chosen Prey,144,458,3.1805555555555554
28155,0345335651,"Queen of Sorcery (The Belgariad, Book 2)",39,124,3.1794871794871793
4436,0060926317,Mutant Message Down Under,95,302,3.1789473684210527
68349,0449005844,The Wild Child,28,89,3.1785714285714284
13246,0140620206,Tess of the Durbervilles,28,89,3.1785714285714284
29171,0345384466,The Witching Hour (Lives of the Mayfair Witches),243,772,3.1769547325102883
96874,0671016784,Gravity (A),34,108,3.176470588235294
46531,0380774933,Keeper of the Heart,34,108,3.176470588235294
54638,0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),119,378,3.176470588235294
72209,0451177096,Dolores Claiborne,148,470,3.175675675675676
73010,0451204530,Code to Zero,109,346,3.1743119266055047
29377,0345396553,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",23,73,3.1739130434782608
88950,0553586181,The Bachelor List,23,73,3.1739130434782608
43829,0375724370,Anil's Ghost (Vintage International),58,184,3.1724137931034484
2391,0060090367,Watermelon,64,203,3.171875
73139,0451207521,Jackdaws,111,352,3.171171171171171
123101,0802139256,Peace Like a River,124,393,3.1693548387096775
57664,0425169693,Here on Earth (Oprah's Book Club),83,263,3.1686746987951806
49318,0385333064,The House on Hope Street,36,114,3.1666666666666665
15271,0156711427,A Passage to India,66,209,3.1666666666666665
47145,0380797631,Last Days of Summer,24,76,3.1666666666666665
43170,037540256X,A Patchwork Planet,48,152,3.1666666666666665
127897,0812550390,Listeners,24,76,3.1666666666666665
82003,0552998931,Chocolat,36,114,3.1666666666666665
85787,0553278274,A Night to Remember,67,212,3.1641791044776117
24606,0316769495,Franny and Zooey,61,193,3.1639344262295084
47605,0380820145,Friendship Cake,43,136,3.1627906976744184
4860,0060987324,Girlfriend in a Coma,37,117,3.1621621621621623
29645,0345417976,A Prayer for Owen Meany (Ballantine Reader's Circle),37,117,3.1621621621621623
66944,0446605409,Plum Island,112,354,3.1607142857142856
61622,0440224764,The Partner,349,1103,3.160458452722063
70290,0449242072,Last Enchantment,25,79,3.16
147004,0929634063,50 Simple Things You Can Do to Save the Earth,50,158,3.16
66572,0446526126,Ten Things I Wish I'd Known Before I Went Out into the Real World,25,79,3.16
123993,0804108293,Crazy Ladies,25,79,3.16
28555,0345354613,Eaters of the Dead,107,338,3.1588785046728973
71691,0451156609,The Tommyknockers,170,537,3.1588235294117646
89060,0553801341,From the Corner of His Eye,51,161,3.156862745098039
5417,0061042005,Suddenly,32,101,3.15625
105085,0679745203,The English Patient,212,669,3.1556603773584904
127184,0812517725,"The Great Hunt (The Wheel of Time, Book 2)",65,205,3.1538461538461537
101690,0671728571,Wildest Hearts,26,82,3.1538461538461537
54398,0399140751,The Cat Who Said Cheese,26,82,3.1538461538461537
63395,0441001416,Lyon's Pride (Rowan),26,82,3.1538461538461537
74798,0451525884,Pride and Prejudice,26,82,3.1538461538461537
49412,0385335466,Sunset in St. Tropez,39,123,3.1538461538461537
63569,0441005764,"Mossflower (Redwall, Book 2)",46,145,3.152173913043478
64686,0441783589,Starship Troopers,79,249,3.151898734177215
29782,0345424719,A Widow for One Year,145,457,3.1517241379310343
13650,0141301058,The BFG,33,104,3.1515151515151514
54611,0399146504,The Devil's Code,33,104,3.1515151515151514
60223,0440136482,"Holy Blood, Holy Grail",33,104,3.1515151515151514
64471,0441627404,The Once and Future King,73,230,3.1506849315068495
60304,0440147956,Light a Penny Candle,40,126,3.15
67292,0446612731,The Black Echo,40,126,3.15
24227,0316153990,Blood Work (Blood Work),47,148,3.148936170212766
57946,0425179451,Death by Darjeeling (Tea Shop Mysteries),27,85,3.1481481481481484
69403,0449211479,The Source,41,129,3.1463414634146343
64125,0441172695,"Dune Messiah (Dune Chronicles, Book 2)",62,195,3.1451612903225805
85368,0553269224,Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),42,132,3.142857142857143
6226,0061094234,Dirt,35,110,3.142857142857143
158486,1573225487,The Romance Reader,28,88,3.142857142857143
72992,0451204123,The Association,28,88,3.142857142857143
51601,0394589955,Vox,21,66,3.142857142857143
20475,0312130279,The Bird Artist,35,110,3.142857142857143
112875,0743211189,Electric God,21,66,3.142857142857143
50034,0385508042,The King of Torts,210,660,3.142857142857143
45622,0380722704,Charms for Easy Life,50,157,3.14
61183,0440213525,The Client,365,1146,3.1397260273972605
154024,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),122,383,3.139344262295082
23023,0312955006,The Concrete Blonde (A Harry Bosch Novel),72,226,3.138888888888889
127595,0812534832,Demons Don't Dream (Xanth),29,91,3.1379310344827585
158434,1573221856,High Maintenance,29,91,3.1379310344827585
56878,0425128164,The Voice of the Night,87,273,3.1379310344827585
88595,0553578529,Into the Wilderness,29,91,3.1379310344827585
113488,074343627X,Dreamcatcher,218,684,3.1376146788990824
85834,0553279378,I Know Why the Caged Bird Sings,175,549,3.137142857142857
47320,0380805707,A Secret Love (Cynster Novels),22,69,3.1363636363636362
101883,0671737805,Gentle Warrior,22,69,3.1363636363636362
103948,067940712X,One True Thing,22,69,3.1363636363636362
27850,0345323440,Footfall,44,138,3.1363636363636362
111148,0717283208,Prince and the Pauper Walt Disney,22,69,3.1363636363636362
162865,1853260436,Northanger Abbey (Wordsworth Collection),22,69,3.1363636363636362
49892,0385491069,The Edible Woman,22,69,3.1363636363636362
72509,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),110,345,3.1363636363636362
118466,076534128X,Rebekah (Women of Genesis),22,69,3.1363636363636362
84173,0553234811,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",59,185,3.135593220338983
97527,0671042858,The Girl Who Loved Tom Gordon,214,671,3.135514018691589
37432,037325024X,Out of the Blue (Red Dress Ink (Paperback)),37,116,3.135135135135135
73165,0451208080,The Short Forever,37,116,3.135135135135135
101867,0671737619,A Kingdom of Dreams,37,116,3.135135135135135
68958,0449149676,On Mystic Lake,67,210,3.1343283582089554
101314,0671704184,WEAVEWORLD (The Fantacy Classic),30,94,3.1333333333333333
4740,0060972122,The Mysteries of Pittsburgh,38,119,3.1315789473684212
78923,0515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),61,191,3.1311475409836067
82756,0553131893,Dragondrums,23,72,3.130434782608696
108572,0689713703,Caddie Woodlawn (Fiction),23,72,3.130434782608696
44448,0380003821,Dispossessed,23,72,3.130434782608696
69417,0449211681,Paragon Walk,23,72,3.130434782608696
57717,0425171493,Framed in Lace (Needlecraft Mysteries),46,144,3.130434782608696
49416,0385335520,The Cottage,31,97,3.129032258064516
92074,0590425919,White Fang,31,97,3.129032258064516
6295,0061097667,Young Wives,31,97,3.129032258064516
65745,0446356875,Another Dawn,31,97,3.129032258064516
158470,1573223425,Blue Shoe,31,97,3.129032258064516
13243,0140620125,Wuthering Heights (Penguin Popular Classics),39,122,3.128205128205128
173656,3442453305,Herr Lehmann.,39,122,3.128205128205128
65936,0446364193,Along Came a Spider (Alex Cross Novels),298,932,3.12751677852349
47467,0380814021,The Princess Diaries,102,319,3.127450980392157
75552,0452284295,Cheet (Plume Books),55,172,3.1272727272727274
127290,0812521374,Necroscope,24,75,3.125
69296,0449208672,The Cater Street Hangman,56,175,3.125
54827,0399151613,The Jane Austen Book Club,33,103,3.121212121212121
1085,0020442009,Horse and His Boy,33,103,3.121212121212121
73101,0451206673,Pen Pals,58,181,3.1206896551724137
42619,0374129983,The Corrections,133,415,3.1203007518796992
44556,0380009471,The Dollmaker,25,78,3.12
88382,0553574574,Beach Music,154,480,3.116883116883117
73846,0451409256,Making Minty Malone,43,134,3.116279069767442
176920,3596282225,Die Nebel von Avalon. Roman.,26,81,3.1153846153846154
63195,0440932599,Deenie,26,81,3.1153846153846154
57432,0425160394,Vengeance in Death,35,109,3.1142857142857143
30304,0345453387,Dog Handling,53,165,3.1132075471698113
4882,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),62,193,3.1129032258064515
113487,0743436210,Hearts in Atlantis,169,526,3.1124260355029585
104485,0679454497,Blood and Gold (Vampire Chronicles),45,140,3.111111111111111
96109,0670853097,The Stone Diaries,27,84,3.111111111111111
29272,0345389247,Crazy in Alabama,27,84,3.111111111111111
29801,0345425707,A Cup of Tea (Ballantine Reader's Circle),54,168,3.111111111111111
63192,0440931800,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),27,84,3.111111111111111
11230,0140265686,Out to Canaan (The Mitford Years),64,199,3.109375
88904,0553584383,Dead Aim,55,171,3.109090909090909
97337,0671036505,The Vineyard,83,258,3.108433734939759
118460,0765340747,"The Pillars of Creation (Sword of Truth, Book 7)",37,115,3.108108108108108
76664,0486284999,Narrative of the Life of Frederick Douglass (Dover Thrift Editions),37,115,3.108108108108108
21557,031231616X,I Capture the Castle,37,115,3.108108108108108
71576,0451151259,Eyes of the Dragon,102,317,3.107843137254902
5315,0061030643,The Associate,65,202,3.1076923076923078
6645,0064400964,Betsy-Tacy (Betsy-Tacy),28,87,3.107142857142857
47020,0380792737,Island of the Sequined L,28,87,3.107142857142857
88688,0553580256,Pawing Through the Past (Mrs. Murphy Mysteries (Paperback)),28,87,3.107142857142857
142292,0886774500,"Dragon Prince (Dragon Prince, Book 1)",28,87,3.107142857142857
11511,0140293248,The Girls' Guide to Hunting and Fishing,367,1140,3.106267029972752
95526,0670030643,The Eyre Affair (Alex Awards (Awards)),95,295,3.1052631578947367
10248,0140133488,Crossing to Safety,38,118,3.1052631578947367
56771,042511984X,The Face of Fear,48,149,3.1041666666666665
653,0006547834,Miss Smillas Feeling for Snow,39,121,3.1025641025641026
78898,051513306X,The Shape of Snakes,39,121,3.1025641025641026
29536,0345409973,The Cobra Event,79,245,3.1012658227848102
66380,044651652X,The Bridges of Madison County,368,1141,3.1005434782608696
30293,0345452534,The Murder Book,70,217,3.1
45599,0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),60,186,3.1
67283,0446612545,The Beach House,263,815,3.098859315589354
59958,0440108268,The Bridge Across Forever,81,251,3.0987654320987654
87782,0553560735,Red Mars (Mars Trilogy),72,223,3.0972222222222223
21489,0312303467,Bet Me,31,96,3.096774193548387
176633,3596122279,Das Superwieb,31,96,3.096774193548387
118660,0767906632,Life Makeovers,21,65,3.0952380952380953
77511,0505525542,Sex and the Single Vampire,21,65,3.0952380952380953
123996,0804108447,Druids,42,130,3.0952380952380953
36985,0373240228,"Fall Of Shane Mackade (The Mackade Brothers) (Silhouette Special Edition, No 1022)",21,65,3.0952380952380953
100946,0671681567,INCA GOLD,21,65,3.0952380952380953
73900,0451410319,Hush,42,130,3.0952380952380953
78400,051511779X,Born in Shame,74,229,3.0945945945945947
78156,051510566X,The Cat Who Lived High,64,198,3.09375
57908,0425178234,Ladies With Options,32,99,3.09375
29942,0345433491,Hanna's Daughters (Ballantine Reader's Circle),75,232,3.0933333333333333
102432,0671793489,All Around the Town,150,464,3.0933333333333333
85353,0553268929,The Great Santini,43,133,3.0930232558139537
56497,0425098400,Celestial Navigation,22,68,3.090909090909091
39736,0373484895,Captive Star,44,136,3.090909090909091
13491,0141000198,Bridget Jones's Diary,190,587,3.0894736842105264
102955,0671870114,Saving Grace,45,139,3.088888888888889
98570,0671472569,Meridian,23,71,3.0869565217391304
96266,0670878073,Wobegon Boy,23,71,3.0869565217391304
77397,0505524228,Stuck With You (Time of Your Life),23,71,3.0869565217391304
107583,0688084907,The Stars Shine Down,23,71,3.0869565217391304
142415,0886776686,"The Ruins of Ambrai (Exiles, Vol. 1)",23,71,3.0869565217391304
27625,0345313755,Texas Fury,23,71,3.0869565217391304
151947,1551668270,Cold Tea On A Hot Day,35,108,3.085714285714286
132394,0821772279,Realm of Shadows,35,108,3.085714285714286
66562,0446525502,The Rescue,105,324,3.085714285714286
61823,0440234743,The Testament,422,1302,3.085308056872038
104208,0679430946,The Hot Zone,59,182,3.0847457627118646
150632,1400077354,The House of Sand and Fog (Vintage Contemporaries (Paperback)),24,74,3.0833333333333335
