,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
11310,0679774025,All over but the Shoutin',Rick Bragg,1998,Vintage Books USA
11316,0452284937,Girl With a Pearl Earring,Tracy Chevalier,2003,Plume Books
11317,1573222267,Blue Shoe,Anne Lamott,2002,Riverhead Books
11320,0345460359,Drowning Ruth,CHRISTINA SCHWARZ,2003,Ballantine Books
11332,0064400018,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy
11414,0345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books
11415,0425158594,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group
11432,0385319207,One True Thing,Anna Quindlen,1997,Delta Trade Paperbacks
11436,0553260618,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam Doubleday Dell
11442,034540727X,The Killer Angels,MICHAEL SHAARA,1996,Ballantine Books
11446,157322930X,High Maintenance,Jennifer Belle,2002,Riverhead Books
11453,0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
11454,0671873199,All That Glitters (Landry),V.C. Andrews,1995,Pocket
11463,0515099546,The Cat Who Sniffed Glue,Lilian Jackson Braun,1996,Jove Books
11484,0743410181,Temptation,Jude Deveraux,2001,Pocket Books
11527,0451160533,She Who Remembers,Linda Lay Shuler,1989,Signet Book
11534,0515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books
11539,0515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1996,Jove Books
11543,0515134481,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books
11544,038548237X,The Mistress of Spices,Chitra Banerjee Divakaruni,1997,Anchor
11545,051513449X,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books
11549,1565113306,Fight Club,Chuck Palahniuk,1999,Highbridge Audio
11632,0399148248,Midnight Bayou,Nora Roberts,2001,Putnam Publishing Group
11637,0671027581,Open Season,Linda Howard,2002,Pocket
11648,1573229725,Fingersmith,Sarah Waters,2002,Riverhead Books
11652,0671534726,Heart Song (Logan),V.C. Andrews,1997,Pocket
11653,0671873202,Hidden Jewel (Landry),V.C. Andrews,1995,Pocket
11655,0671534734,Unfinished Symphony (Logan),V.C. Andrews,1997,Pocket
11657,0671534742,Music in the Night (Logan),V.C. Andrews,1998,Pocket
11659,0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group
11671,0671673653,All Around the Town,Mary Higgins Clark,1992,Simon &amp; Schuster
11678,0440224780,The Ranch,DANIELLE STEEL,1998,Dell
11679,0446671002,The Celestine Prophecy,James Redfield,1995,Warner Books
11682,0590453653,"Welcome to Dead House (Goosebumps, No 1)",R. L. Stine,1995,Scholastic
11691,0679419454,Disclosure,Michael Crichton,1994,Alfred A. Knopf
11708,0836278658,No Greater Love,William X. Kienzle,1999,Andrews McMeel Pub
11752,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books
11835,0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books
11840,0060933186,Little Altars Everywhere,Rebecca Wells,1999,Perennial
11841,0061097853,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch
11870,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket
11884,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
11885,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books
11897,0671795554,Remember When,Judith McNaught,1997,Pocket
11899,0515130044,The Attorney,Steve Martini,2001,Jove Books
11904,038072118X,Where is Joe Merchant?,Jimmy Buffett,1993,Avon
11907,0553576798,The Other Daughter,LISA GARDNER,1999,Bantam
11910,0446525537,A Walk to Remember,Nicholas Sparks,1999,Warner Books
11915,0670894605,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books
11973,0440295556,The Partner,John Grisham,1997,Dell Publishing Company
11978,0425071588,Starship Troopers,Robert A. Heinlein,1984,Berkley Publishing Group
11990,0446611921,The Millionaires,Brad Meltzer,2002,Warner Vision
11999,0380710722,It's Always Something,Gilda Radner,1990,Avon
12004,0061094226,Choke,Stuart Woods,1996,HarperTorch
12039,0670853097,The Stone Diaries,Carol Shields,1994,Viking Books
12043,0671000314,FLOOD TIDE,Clive Cussler,1998,Pocket Books
12052,087113795X,Peace Like a River,Leif Enger,2001,Grove/Atlantic
12053,0446522597,The Winner,David Baldacci,1997,Warner Books
12071,0375506276,The Fourth Hand,JOHN IRVING,2001,Random House
12087,0553582364,A Traitor to Memory,Elizabeth George,2002,Bantam Books
12088,0446611476,Stone Kiss,Faye Kellerman,2003,Warner Books
12089,0553284363,Payment in Blood,Elizabeth George,1990,Bantam Books
12092,0515107476,The Witness,W. E. B. Griffin,1992,Jove Books
12111,0743411331,Never Change,Elizabeth Berg,2002,Washington Square Press
12127,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
12128,0515124893,Homeport,Nora Roberts,1999,Jove Books
12129,0671528203,Stillwatch,Mary Higgins Clark,1997,Pocket
12137,0553210793,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981,Bantam
12151,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books
12156,0425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group
12157,067189109X,The Blessing,Jude Deveraux,1999,Pocket Star
12181,0151002290,East of the Mountains,David Guterson,1999,Harcourt
12205,1586212044,The Millionaires,Brad Meltzer,2002,Time Warner Audio Major
12224,0140430016,Wuthering Heights (Penguin Classics),Emily Bronte,1985,Penguin USA
12244,0553246895,The Heart of a Woman,Maya Angelou,1984,Bantam Books
12250,0385501560,Choke,Chuck Palahniuk,2001,Doubleday Books
12260,0446525774,Saving Faith,David Baldacci,1999,Warner Books
12279,0394533887,Poland,James A. Michener,1983,Random House Inc
12299,0821776037,Whispers,Lisa Jackson,2003,Kensington Publishing Corporation
12307,0142001821,The Passion of Artemisia,Susan Vreeland,2002,Penguin Books
12320,0440205573,Star,Danielle Steel,1990,Dell
12321,0440221501,Lightning,DANIELLE STEEL,1996,Dell
12325,0440201926,Kaleidoscope,Danielle Steel,1988,Dell
12328,0440176484,Secrets,DANIELLE STEEL,1986,Dell
12331,0553576143,The Cry of the Halidon,Robert Ludlum,1996,Bantam Books
12349,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
12365,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
12386,0385319568,The Long Road Home,DANIELLE STEEL,1998,Delacorte Press
12407,0451407695,Bittersweet,Anita Mills,1997,Topaz
12452,0446350109,Windmills of the Gods,Sidney Sheldon,1987,Warner Books
12464,0553574574,Beach Music,Pat Conroy,1996,Bantam Books
12474,0452280397,Paradise,Toni Morrison,1999,Plume Books
12482,0140265988,Falling Leaves Brit Edition,Adeline Yen Mah,0,Penguin Putnam~trade
12567,0688163165,Mystic River,Dennis Lehane,2001,William Morrow &amp; Company
12573,0804113475,Ladder of Years,Anne Tyler,1997,Ivy Books
12578,0375415351,Sula,TONI MORRISON,2002,Knopf
12580,0380432811,Bridge to Terabithia,Katherine Paterson,1979,Avon Books
12598,0515113328,The Cat Who Went into the Closet,Lilian Jackson Braun,1995,Jove Books
12600,0515093203,The Cat Who Played Post Office (Cat Who... (Paperback)),Lilian Jackson Braun,1991,Jove Books
12601,0446525731,The Christmas Train,David Baldacci,2002,Warner Books
12613,0515132268,The Cat Who Smelled a Rat (Cat Who... (Paperback)),Lilian Jackson Braun,2002,Jove Books
12655,0515109509,The Cat Who Moved a Mountain,Lilian Jackson Braun,1992,Jove Books
12711,0345338588,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",Piers Anthony,1989,Del Rey Books
12733,0312979533,A Place of Execution,Val McDermid,2001,St. Martin's Paperbacks
12735,0439228913,Wuthering Heights,Emily Bronte,2003,Scholastic Paperbacks
12737,0679879269,"The Amber Spyglass (His Dark Materials, Book 3)",Philip Pullman,2000,Alfred A. Knopf
12738,0679879250,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1997,Alfred A. Knopf
12747,0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group
12759,0613072103,Airframe,Michael Crichton,1999,Sagebrush Bound
12762,0618002235,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1999,Houghton Mifflin Company
12763,0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company
12764,0001047973,Brave New World,Aldous Huxley,1999,Trafalgar Square Publishing
12765,0452262933,1984,George Orwell,1983,Plume Books
12816,0440295521,The Runaway Jury,John Grisham,1996,Dell Publishing Company
12845,0375411070,Basket Case,CARL HIAASEN,2002,Knopf
12887,0446678457,Cane River (Oprah's Book Club (Paperback)),Lalita Tademy,2002,Warner Books
12889,0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group
12892,0440178002,Shogun,JAMES CLAVELL,1986,Dell
12896,1573220167,High Fidelity,Nick Hornby,1995,Putnam Pub Group
12901,0767905202,Mr. Maybe,Jane Green,2002,Broadway Books
12923,0425184943,Blue Diary,Alice Hoffman,2002,Berkley Publishing Group
12952,0060740450,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial
12976,1551660717,Forbidden Fruit,Erica Spindler,1996,Mira
12977,0451199685,False Pretenses,Catherine Coulter,2004,Signet Book
13006,0064472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",Meg Cabot,2002,HarperTrophy
13038,0553269631,The Heart Is a Lonely Hunter,CARSON MCCULLERS,1983,Bantam
13095,0553277537,Dandelion Wine (Grand Master Editions),RAY BRADBURY,1985,Bantam
13105,0449910237,Moo,Jane Smiley,1996,Ballantine Books
13127,0399148701,Red Rabbit,Tom Clancy,2002,Putnam Publishing Group
13128,0399131493,Red Storm Rising,Tom Clancy,1986,Putnam Publishing Group
13129,0870212850,The Hunt for Red October,Tom Clancy,1984,Naval Institute Press
13167,0061096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch
13177,0345409973,The Cobra Event,Richard Preston,1998,Ballantine Books
13182,0446609404,Cradle and All,James Patterson,2001,Warner Vision
13188,0449203794,Space,James A. Michener,1988,Fawcett Books
13191,1573221937,How to Be Good,Nick Hornby,2001,Riverhead Books
13193,0441000916,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Ace Books
13196,0451523652,Pride and Prejudice,Jane Austen,1988,New Amer Library Classics
13200,0060557257,Sushi for Beginners,Marian Keyes,2004,HarperTorch
13208,0312983301,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004,St. Martin's Paperbacks
13216,0373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette
13217,1551669374,Sisters Found,Joan Johnston,2002,Mira
13229,0440225299,Numbered Account,CHRISTOPHER REICH,1998,Dell
13282,0671642561,Fallen Hearts,V.C. Andrews,1988,Pocket
13283,0671695126,Secrets of the Morning (Cutler),V.C. Andrews,1991,Pocket
13284,0671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket
13287,0425144372,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group
13429,0385297548,Blessings,Belva Plain,1989,Delacorte Press
13446,0345373707,Cry to Heaven,Anne Rice,1991,Ballantine Books
13451,0374121230,Child of My Heart,Alice McDermott,2002,Farrar Straus &amp; Giroux
13452,0671014218,The Mulberry Tree,Jude Deveraux,2002,Atria Books
13460,0316693707,Kiss the Girls,James Patterson,1995,Little Brown and Company
13469,0441010512,Club Dead (Southern Vampire Mysteries),Charlaine Harris,2003,Ace Books
13479,0425161633,Second Nature,Alice Hoffman,1998,Berkley Publishing Group
13516,006016249X,Outer Banks,Anne Rivers Siddons,1991,Harpercollins
13517,0553802453,No One to Trust,IRIS JOHANSEN,2002,Bantam
13521,0553802461,Dead Aim,IRIS JOHANSEN,2003,Bantam
13523,0679781307,The Reader,Carol Brown Janeway,1998,Random House Inc
13524,0440174643,Roots,ALEX HALEY,1980,Dell
13531,0425071871,Darkfall,Dean R. Koontz,1984,Berkley Publishing Group
13602,3404143434,The Green Mile,Stephen King,2000,LÃ?Â¼bbe
13619,0553050680,Jitterbug Perfume,Tom Robbins,1984,Bantam Dell Pub Group
13641,0571081789,Bell Jar,Sylvia Plath,0,Faber Faber Inc
13646,0440214114,Mixed Blessings,DANIELLE STEEL,1993,Dell
13647,0671016652,Three Wishes,Barbara Delinsky,1998,Pocket
13665,0399141065,Contagion,Robin Cook,1995,Putnam Pub Group
13666,0425171272,Home Song,Lavyrle Spencer,1999,Berkley Publishing Group
13672,0553212478,Frankenstein (Changing Our World),Mary Wollstonecraft Shelley,1984,Bantam
13679,0553106333,Ashes to Ashes,Tami Hoag,1999,Bantam
13683,0425168298,Secret Prey,John Sandford,2003,Berkley Publishing Group
13684,1566193087,Wuthering Heights,Emily Bronte,1994,Dorset Press
13687,0345433165,The Right Hand of Evil,John Saul,1999,Ballantine Books
13716,0399147659,Isle of Dogs,Patricia Cornwell,2001,Putnam Berkley Audio
13752,0671689746,Sweet Liar,Jude Deveraux,1993,Pocket
13788,1551664348,Montana,Debbie Macomber,1998,Mira
13789,0061099732,Outer Banks,Anne Rivers Siddons,1992,HarperTorch
13796,3518366823,Siddhartha,Hermann Hesse,0,Suhrkamp Verlag
13804,0385335555,Tell No One,HARLAN COBEN,2001,Delacorte Press
13808,0385729332,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
13876,0425168220,"State of Siege (Tom Clancy's Op-Center, 6)",Tom Clancy,1999,Berkley Publishing Group
13877,0440220793,The 13th Juror,John T. Lescroart,1995,Dell
13879,0425146413,Night Prey,John Sandford,2004,Berkley Publishing Group
13923,0345333926,Ringworld,Larry Niven,1990,Del Rey Books
13927,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
13977,0679731725,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA
13986,0451210638,A Case of Need,Michael Crichton,2003,Signet Book
14025,015100692X,The Crimson Petal and the White,Michel Faber,2002,Harcourt
14027,0609602497,On Mystic Lake,KRISTIN HANNAH,1999,Crown
14032,155166884X,Doing Good,Pamela Morsi,2002,Mira Books
14039,0060158638,The Bean Trees,Barbara Kingsolver,1988,Harpercollins
14073,0399146725,The Jury,Steve Martini,2001,G. P. Putnam's Sons
14117,0446610550,The Playboy,Carly Phillips,2003,Warner Forever
14119,0440207770,Silver Wedding,Maeve Binchy,1990,Dell
14130,0571206484,Prodigal Summer,Barbara Kingsolver,2002,Faber &amp; Faber Ltd
14132,0316769509,Nine Stories,J.D. Salinger,1991,"Little, Brown"
14148,037541178X,While I Was Gone,SUE MILLER,2000,Ballantine Books
14155,0671534718,Melody (Logan),V.C. Andrews,1996,Pocket
14156,0440904196,"Are You There God?  It's Me, Margaret",Judy Blume,1991,Laure Leaf
14159,0671741187,Where Are the Children?,Mary Higgins Clark,1992,Pocket
14186,0440235154,Where You Belong,Barbara Taylor Bradford,2000,Dell Publishing Company
14196,0446353957,Mirror Image,Sandra Brown,1990,Warner Books
14200,0399140751,The Cat Who Said Cheese,Lilian Jackson Braun,1996,Putnam Pub Group
14209,3453177746,Hannibal,Thomas Harris,2001,Wilhelm Heyne Verlag
14216,0743411323,Never Change,Elizabeth Berg,2001,Atria
14245,0380727293,Dr. Atkins' New Diet Revolution,Robert C. Atkins,1997,Avon Books
14296,0446603422,Stormy Weather,Carl Hiaasen,1996,Warner Books
14302,0553100017,Prime Cut,Diane Mott Davidson,1998,Bantam
14303,0553100009,The Grilling Season,Diane Mott Davidson,1997,Bantam
14304,0684195984,FROM POTTER'S FIELD,Patricia Cornwell,1995,Scribner
14305,0399141464,Cause of Death,Patricia Daniels Cornwell,1996,Putnam Pub Group
14373,0425194515,Midnight,Dean Koontz,2004,Berkley Publishing Group
14392,0553572202,Self-Defense (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995,Bantam Books
14395,0399144714,Vector,Robin Cook,1999,Putnam Pub Group
14415,0440343194,Illusions,Richard Bach,1981,Bantam Doubleday Dell
14420,067082982X,The Dark Half,Stephen King,1992,Viking Books
14425,0451204301,Impulse,Catherine Coulter,2001,Signet Book
14440,0061001023,Birthright,Michael Stewart,1990,Harper Mass Market Paperbacks
14461,0449205878,Poland,James A. Michener,1990,Fawcett Books
14463,0552996181,Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan
14490,0399135790,Cold Fire,Dean R. Koontz,1991,Putnam Pub Group
14539,0425165701,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1998,Berkley Publishing Group
14612,0425148297,Naked in Death,J. D. Robb,2004,Berkley Publishing Group
14629,0515119202,Daring to Dream,Nora Roberts,1996,Jove Books
14647,0553574035,The Edge,Mark Olshaker,1995,Bantam Books
14648,044022473X,Breach of Promise,Perri O'Shaughnessy,1999,Island
14655,0688046606,Night over Water,Ken Follett,1991,Harpercollins Childrens Books
14662,0380563908,The Thorn Birds,Colleen McCullough,1978,Avon Books
14703,2253030589,Mrs Dalloway,Virginia Woolf,2003,LGF
14806,0812543262,Relic,Douglas Preston,2003,Tor Books
14810,0688147259,Notes from a Small Island,Bill Bryson,1996,William Morrow &amp; Company
14811,0446523364,Riptide,Douglas Preston,1998,Warner Books
14872,0061091790,After All These Years,Susan Isaacs,1994,HarperTorch
14876,0440236851,The Wedding,Danielle Steel,2001,Dell Publishing Company
14879,0425151867,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group
14903,0312982518,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks
14908,0553199609,Trevayne,Robert Ludlum,1990,Random House Audio Publishing Group
14924,0446609943,The Switch,Sandra Brown,2001,Warner Vision
14951,042518286X,Shock,Robin Cook,2002,Berkley Publishing Group
14953,0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books
14962,0373243286,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000,Silhouette
14972,0440117437,Now and Forever,Danielle Steel,1978,Dell
15008,0394574567,The Road from Coorain,Jill Ker Conway,1989,Alfred A. Knopf
15037,0553584480,The Face,DEAN KOONTZ,2004,Bantam
15053,0393319296,Invisible Monsters,Chuck Palahniuk,1999,W.W. Norton &amp; Company
15065,0670858692,Rose Madder,Stephen King,1995,Viking Books
15090,051512219X,Small Town Girl,Lavyrle Spencer,1998,Jove Books
15092,0671525743,Night Whispers,Judith McNaught,1999,Pocket
15095,067101417X,High Tide,Jude Deveraux,2000,Pocket
15110,0345396812,Women Who Run with the Wolves,CLARISSA PINKOLA PHD ESTES,1995,Ballantine Books
15127,1568650922,Master of the Game,Sidney Sheldon,1994,Doubleday Books
15163,0345442822,Angry Housewives Eating Bon Bons (Ballantine Reader's Circle),LORNA LANDVIK,2004,Ballantine Books
15165,0671638688,It's Always Something,Gilda Radner,1989,Simon &amp; Schuster
15192,0140440046,Candide (Penguin Classics),Francois M. Voltaire,1990,Penguin Books
15214,0451190750,Thinner,Stephen King,1996,Signet Book
15235,0812509250,Xenocide (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
